full_text	label
jakarta	B-LOC
ditambah	O
visual	O
yang	O
redup	O
remang2	O
di	O
mana	O
mana	O
bikin	O
ya	O
kita	O
cukup	O
percaya	O
jakarta	B-LOC
lagi	O
dilanda	O
teror	O
punya	O
premis	O
yang	O
mengangkat	O
tema	O
liburan	O
film	O
ini	O
punya	O
sinematografi	O
yang	O
ciamik	O
keindahan	O
alam	O
indonesia	B-LOC
ditampilkan	O
begitu	O
cantiknya	O
kekuatan	O
visual	O
film	O
ini	O
memang	O
cukup	O
menonjol	O
perihal	O
memperlihatkan	O
pemandangan	O
alam-nya	O
oke	O
berikut	O
review	O
kami	O
untuk	O
siksa	B-MVT
neraka	I-MVT
2023	B-YEAR
wmidreview	O
karena	O
jujur	O
menurut	O
kami	O
lore	O
nya	O
sangat	O
menarik	O
atau	O
mungkin	O
emang	O
sengaja	O
disimpen	O
buat	O
nanti	O
dibikin	O
sequel	O
prequelnya	O
kita	O
tunggu	O
saja	O
oke	O
berikut	O
review	O
kami	O
untuk	O
past	B-MVT
lives	I-MVT
2023	B-YEAR
wmidreview	O
gadis	B-MVT
kretek	I-MVT
mampu	O
mencengkram	O
para	O
penontonnya	O
dengan	O
cara	O
bercerita	O
yang	O
cantik	O
menyenangkan	O
dan	O
tak	O
henti	O
memberi	O
rasa	O
penasaran	O
suguhan	O
drama	O
romance	B-GEN
tak	O
biasa	O
yang	O
disajikan	O
secara	O
luar	O
biasa	O
kandidat	O
terkuat	O
series	O
lokal	O
terbaik	O
tahun	O
ini	O
highly	O
recommended	O
selain	O
itu	O
kami	O
rasa	O
momen-momen	O
emosional	O
empat	O
karakternya	O
kurang	O
terdeliver	O
dengan	O
baik	O
dan	O
tak	O
terlalu	O
mengena	O
oh	O
ya	O
tambahan	O
lain	O
pemilihan	O
lagu	O
yang	O
mengiringi	O
pun	O
terasa	O
kurang	O
menyatu	O
dengan	O
situasinya	O
kurang	O
ngeblend	O
aja	O
gitu	O
dari	O
sisi	O
cerita	O
absurd	O
banget	O
memang	O
hahaha	O
tapi	O
ya	O
namanya	O
film	O
anak	B-GEN
jadi	O
ga	O
terlalu	O
diambil	O
pusing	O
komedi	B-GEN
celetukan	O
para	O
karakternya	O
tetep	O
sukses	O
mancing	O
tawa	O
banget	O
untuk	O
yg	O
familiar	O
dengan	O
berbagai	O
macam	O
referensi	O
90an	O
pasti	O
cukup	O
asik	O
nontonnya	O
film	O
ini	O
punya	O
desain	O
karakter	O
yang	O
gampang	O
bikin	O
relate	O
utan	B-CHAR
si	O
sulung	O
yang	O
berusaha	O
sekuat	O
tenaga	O
memastikan	O
keluarganya	O
baik2	O
saja	O
bilqis	B-CHAR
si	O
anak	O
tengah	O
yang	O
pengen	O
bantu	O
nyari	O
uang	O
aji	B-CHAR
si	O
bungsu	O
yang	O
pikasebeleun	O
dan	O
emak	B-CHAR
yang	O
sayang	O
sama	O
anak2nya	O
peran	O
rowan	B-ACT
atkinson	I-ACT
sebagai	O
priest	O
sayangnya	O
ga	O
terlalu	O
banyak	O
meskipun	O
kemunculannya	O
sukses	O
bikin	O
ngakak	O
satu	O
bioskop	O
dengan	O
formula	O
komedinya	O
yang	O
khas	O
pertama	O
captain	B-CHAR
marvel	I-CHAR
carol	B-CHAR
denvers	I-CHAR
doi	O
muncul	O
di	O
film	O
captain	B-MVT
marvel	I-MVT
avengers	B-MVT
endgame	I-MVT
dan	O
nongol	O
dikit	O
tapi	O
penting	O
di	O
credit	O
scene	O
film	O
shang-chi	B-MVT
and	I-MVT
the	I-MVT
legend	I-MVT
of	I-MVT
the	I-MVT
ten	I-MVT
rings	I-MVT
kedua	O
captain	B-CHAR
rambeu	I-CHAR
monica	B-CHAR
rembeu	I-CHAR
merupakan	O
anak	O
dari	O
maria	B-CHAR
rambeau	I-CHAR
sahabatnya	O
carol	B-CHAR
ngomongin	O
premis	O
kalo	O
kalian	O
nonton	O
dan	O
ngikutin	O
avatar	B-MVT
the	I-MVT
last	I-MVT
airbender	I-MVT
versi	O
animasi	O
premisnya	O
sebenernya	O
selalu	O
diulang	O
setiap	O
sebelum	O
episode	O
dimulai	O
dan	O
di	O
versi	O
live	O
actionnya	O
ini	O
pun	O
sama	O
oke	O
berikut	O
review	O
kami	O
untuk	O
srimulat	B-MVT
hidup	I-MVT
memang	I-MVT
komedi	I-MVT
2023	B-YEAR
wmidreview	O
biasanya	O
kami	O
kalo	O
nge-review	O
hampir	O
selalu	O
menyertakan	O
video	O
trailer	O
di	O
dalamnya	O
tapi	O
setelah	O
menonton	O
filmnya	O
secara	O
utuh	O
intinya	O
sebaiknya	O
ga	O
usah	O
nonton	O
trailernya	O
dan	O
langsung	O
nonton	O
filmnya	O
aja	O
wish	B-MVT
2023	B-YEAR
rating	O
so	O
i	O
make	O
this	O
wish	O
10	O
overall	O
kalo	O
kalian	O
suka	O
liat	O
zombie	O
ala-ala	O
lagi	O
berantem	O
kejar-kejaran	O
bacok-bacokan	O
dan	O
peduli	O
amat	O
sama	O
cerita	O
boleh	O
dicoba	O
rasakan	O
sensasi	O
ketegangannya	O
di	O
bioskop	O
iya	O
anggep	O
aja	O
film	O
zombie	O
lokal	O
kore-eda	B-DIR
dengan	O
cerdasnya	O
menggeser	O
sudut	O
pandang	O
di	O
waktu	O
yang	O
tepat	O
sehingga	O
susunan	O
kesimpulan	O
yang	O
kita	O
buat	O
seketika	O
roboh	O
dan	O
kita	O
harus	O
menyusun	O
lagi	O
kesimpulan	O
beserta	O
pertanyaan-pertanyaan	O
baru	O
oke	O
berikut	O
review	O
kami	O
untuk	O
ancika	B-MVT
dia	I-MVT
yang	I-MVT
bersamaku	I-MVT
1995	I-MVT
2024	B-YEAR
wmidreview	O
dihandle	O
oleh	O
tim	O
yang	O
berbeda	O
reboot	O
dilan	B-CHAR
universe	O
kali	O
ini	O
cukup	O
menimbulkan	O
mix	O
feeling	O
bagi	O
kami	O
pribadi	O
keputusan	O
mengganti	O
main	O
cast	O
dan	O
beberapa	O
supporting	O
cast	O
lain	O
di	O
3	O
film	O
yang	O
udah	O
dibikin	O
sebelumnya	O
sejujurnya	O
bikin	O
ganjel	O
di	O
sana	O
sini	O
saat	O
menontonnya	O
ga	O
banyak	O
tapi	O
lumayan	O
seru	O
presentasi	O
horor	B-GEN
yang	O
disuguhkan	O
film	O
ini	O
meskipun	O
dengan	O
jumpscare	O
yang	O
masih	O
bisa	O
ditebak	O
tetap	O
saja	O
sukses	O
bikin	O
kami	O
ingin	O
berkata	O
kasar	O
daaan	O
buat	O
yang	O
udah	O
nonton	O
pasti	O
tau	O
betapa	O
taik	O
nya	O
adegan	O
mengintip	O
di	O
film	O
ini	O
wkwkwk	O
kepiawaian	O
sang	O
penulis	O
dalam	O
menghindari	O
censorship	O
di	O
malaysia	B-LOC
juga	O
patut	O
kami	O
acungi	O
jempol	O
meski	O
tak	O
terlalu	O
subversif	O
secara	O
visual	O
tetapi	O
film	O
ini	O
terasa	O
menohok	O
secara	O
substansi	O
menjadikan	O
film	O
ini	O
bisa	O
dinikmati	O
khalayak	O
luas	O
di	O
bioskop	O
dari	O
imajinasi	O
liar	O
matthew	B-DIR
vaughn	I-DIR
argylle	B-MVT
film	O
spy	B-GEN
menceritkan	O
tentang	O
elly	B-CHAR
conway	I-CHAR
-	O
seorang	O
penulis	O
best	O
selling	O
novel	O
fiksi	O
-	O
yang	O
ternyata	O
mendekati	O
kenyataan	O
yang	O
sedang	O
terjadi	O
udah	O
segitu	O
dulu	O
sinopsisnya	O
mengintegrasikan	O
sketsa	O
komedi	B-GEN
khas	O
srimulat	O
ke	O
dalam	O
film	O
drama	B-GEN
film	O
ini	O
menawarkan	O
konsep	O
bercerita	O
yang	O
unik	O
dan	O
fresh	O
tanpa	O
harus	O
bergantung	O
sepenuhnya	O
pada	O
eksploitasi	O
nostalgia	O
film	O
ini	O
kemudian	O
menjadi	O
film	O
stand	O
alone	O
yang	O
solid	O
tapi	O
tetap	O
punya	O
potensi	O
besar	O
untuk	O
yang	O
setidaknya	O
terasa	O
believable	O
itu	O
hubungan	O
tyas	B-CHAR
safira	B-ACT
ratu	I-ACT
sofya	I-ACT
dan	O
kedua	O
ortunya	O
bapak	B-CHAR
syakir	I-CHAR
ariyo	B-ACT
wahab	I-ACT
dan	O
ibu	B-CHAR
rika	I-CHAR
astri	B-ACT
nurdin	I-ACT
selebihnya	O
awkward	O
aja	O
sih	O
bang	B-CHAR
saleh	I-CHAR
rizky	B-ACT
fachrel	I-ACT
malah	O
kayak	O
temen	O
kosnya	O
fajar	B-CHAR
kiesha	B-ACT
alvaro	I-ACT
dan	O
kadang	O
mungkin	O
lupa	O
kalo	O
dan	O
ini	O
kan	O
ceritanya	O
tuh	O
roh-roh	O
yang	O
tiap	O
taun	O
keluar	O
buat	O
melakukan	O
serangkaian	O
aksi	O
bunuh-bunuhan	O
tapi	O
penampilannya	O
tuh	O
lebih	O
kayak	O
zombie	O
gesturenya	O
juga	O
zombie	O
banget	O
malah	O
jadi	O
ga	O
kayak	O
hantu	O
pada	O
umumnya	O
ya	O
kesannya	O
meskipun	O
zee	B-ACT
dan	O
arbani	B-ACT
mampu	O
berakting	O
menghidupkan	O
karakter	O
mereka	O
masing-masing	O
dengan	O
baik	O
tapi	O
ga	O
ada	O
chemistry	O
manis	O
yang	O
terlihat	O
berbagai	O
macam	O
adegan	O
dan	O
dialog	O
di	O
film	O
ini	O
ga	O
menyuport	O
kisah	O
romansa	B-GEN
yang	O
dua	O
karakter	O
utama	O
ini	O
coba	O
bangun	O
anyep	O
buat	O
kalian	O
yang	O
pengen	O
liat	O
review	O
tontonan	O
kami	O
di	O
sepanjang	O
tahun	O
2023	O
silakan	O
cek	O
thread	O
berikut	O
ini	O
atau	O
klik	O
gt	O
wmidreview	O
pernah	O
ga	O
sih	O
suka	O
dan	O
naksir	O
banget	O
sama	O
temen	O
sd	O
pisah	O
sekian	O
lama	O
belasan	O
tahun	O
terus	O
nemu	O
momen	O
reunian	O
pas	O
ketemu	O
ngobrol	O
panjang	O
lebar	O
nostalgia	O
jaman	O
masih	O
kecil	O
sampai	O
cerita	O
curhat	O
kerjaan	O
segala	O
macem	O
pas	O
udah	O
dewasa	O
kalo	O
iya	O
film	O
ini	O
untuk	O
kalian	O
ngomongin	O
cerita	O
sejujurnya	O
ya	O
ga	O
istimewa	O
premisnya	O
yang	O
slice-of-life	B-GEN
banget	O
bikin	O
kita	O
emang	O
fokus	O
diajak	O
relate	O
sama	O
kisahnya--	O
bukan	O
ngasih	O
sensasi	O
asyik	O
seru	O
dan	O
menarik	O
karena	O
ceritanya	O
wow	O
bagus	O
seru	O
banget	O
nggak	O
tapi	O
apa	O
bikin	O
film	O
ini	O
biasa	O
aja	O
nggak	O
juga	O
sekali	O
lagi	O
pas	O
masuk	O
ke	O
atlantisnya	B-LOC
tu	O
cginya	O
cakep	O
banget	O
apalagi	O
kalo	O
punya	O
kesempatan	O
nonton	O
di	O
imax	O
atau	O
screen	O
x	O
sayang	O
kualitas	O
cgi-nya	O
ga	O
konsisten	O
kadang	O
halus	O
kadang	O
kureng	O
cukup	O
banyak	O
adegan	O
yang	O
cginya	O
keliatan	O
belum	O
polish	O
dan	O
malah	O
jadi	O
kaya	O
tempelan	O
lalu	O
setting	O
tempat	O
berpindah	O
ke	O
kota	O
jakarta	B-LOC
tahun	O
2023	O
ada	O
satu	O
adegan	O
disini	O
yang	O
cukup	O
bikin	O
kami	O
mengumpat	O
dalam	O
hati	O
rendi	B-CHAR
nganterin	O
jenazah	O
kakeknya	O
kan	O
pake	O
mobil	O
jenazah	O
nih	O
di	O
perjalanan	O
salah	O
satu	O
temennya	O
yg	O
ikut	O
nemenin	O
martin	B-CHAR
zoul	B-ACT
pandjoul	I-ACT
nanya	O
kok	O
lama	O
di	O
film	O
ke	O
3	O
nya	O
kali	O
ini	O
ga	O
cuma	O
ngulik	O
kisah	O
keluarganya	O
poppy	B-CHAR
tapi	O
bakal	O
berfokus	O
juga	O
ke	O
backstory	O
cerita	O
keluarganya	O
branch	O
yang	O
ternyata	O
cukup	O
bervariasi	O
tentu	O
saja	O
tanpa	O
ninggalin	O
sub-plot	O
beberapa	O
karakter	O
lamanya	O
seperti	O
bridget	B-CHAR
dan	O
king	B-CHAR
peppy	I-CHAR
secara	O
overall	O
cerita	O
sama	O
tapi	O
detil-detilnya	O
dibuat	O
berbeda	O
disesuaikan	O
untuk	O
format	O
film	O
layar	O
lebar	O
plot	O
cerita	O
webtoon	O
1	O
season	O
sebanyak	O
54	O
chapter	O
dikompres	O
menjadi	O
film	O
109	O
menit	O
menjadikan	O
penyelesaian	O
konfliknya	O
terasa	O
terlalu	O
cepat	O
yang	O
mungkin	O
bisa	O
cukup	O
membuat	O
kami	O
terpesona	O
adalah	O
keberadaan	O
teddy	B-ACT
syach	I-ACT
malik	B-CHAR
dan	O
derry	B-ACT
oktami	I-ACT
bachtiar	B-CHAR
akting	O
mereka	O
yang	O
solid	O
bikin	O
tatapan	O
mereka	O
cukup	O
menggambarkan	O
kalau	O
mereka	O
tuh	O
saling	O
benci	O
dan	O
ingin	O
saling	O
menghabisi	O
emosinya	O
nyampe	O
ke	O
penonton	O
frustasi	O
kira-kira	O
itu	O
kata	O
yang	O
cocok	O
untuk	O
menggambarkan	O
pengalaman	O
saat	O
menonton	O
film	O
ini	O
karena	O
kita	O
akan	O
kebingungan	O
dan	O
penasaran	O
di	O
sepanjang	O
film	O
tanpa	O
ada	O
jawaban	O
yang	O
membuat	O
kita	O
puas	O
yang	O
anehnya	O
justru	O
akan	O
membuat	O
kita	O
semakin	O
emosional	O
oh	O
ya	O
meski	O
di	O
trailer	O
dialog	O
sundanya	O
ganggu	O
tapi	O
ternyata	O
ga	O
sepenuhnya	O
fail	O
di	O
sepanjang	O
film	O
ga	O
banyak--	O
tapi	O
ada	O
beberapa	O
adegan	O
tektokan	O
sunda	O
dengan	O
feel	O
nyunda	O
yang	O
ternyata	O
lumayan	O
masuk	O
lho	O
dan	O
lucu	O
zawe	B-ACT
ashton	I-ACT
cukup	O
powerfull	O
amp	O
keji	O
memerankan	O
dar-benn	B-CHAR
cuma	O
sayang	O
sedikit	O
terasa	O
flat	O
karena	O
desain	O
karakternya	O
kurang	O
dieksplor	O
lebih	O
jauh	O
ditambah	O
paruh	O
akhir	O
yang	O
berasa	O
sinetron	O
ngebuat	O
karakter	O
yang	O
tadinya	O
udah	O
ngeri	O
banget	O
bisa	O
kuat	O
1	O
lawan	O
3	O
jadi	O
berasa	O
hmmmmm	O
yaa	O
vibe	O
2000an	O
yang	O
cukup	O
menghibur	O
kayanya	O
dari	O
lagu	O
lagu	O
yang	O
cukup	O
nostalgic	O
aja	O
salah	O
satunya	O
toxic	O
-	O
britney	O
spears	O
yang	O
emang	O
juga	O
jadi	O
salah	O
satu	O
plot	O
ya	O
intinya	O
kalo	O
kalian	O
butuh	O
tontonan	O
yang	O
menghibur	O
tapi	O
butuh	O
dikagetin	O
juga	O
film	O
horor	B-GEN
campy	O
yang	O
satu	O
ini	O
bisa	O
dipertimbangkan	O
buat	O
ditonton	O
beragam	O
aksi	O
yang	O
ditampilkan	O
dengan	O
beberapa	O
efek	O
cgi	O
yang	O
dangdutttttt	O
argylle	B-MVT
menyajikan	O
adegan-adegan	O
fantastis	O
dan	O
salah	O
satunya	O
adalah	O
kemunculan	O
magical	O
scene	O
yang	O
sukses	O
bikin	O
penonton	O
tercengang	O
kemudian	O
tepuk	O
tangan	O
dibuatnya	O
suka	O
banget	O
dimana	O
penulisan	O
penceritaan	O
keunikan	O
masing-masing	O
karakter	O
yang	O
hadir	O
memberikan	O
warna	O
untuk	O
mengisi	O
cerita	O
roman	B-GEN
yang	O
itu-itu	O
saja	O
bahkan	O
karakter	O
dengan	O
screen	O
time	O
sedikit	O
pun	O
bisa	O
menghasilkan	O
gelak	O
tawa	O
penonton	O
tiap	O
karakter	O
punya	O
gong-nya	O
masing-masing	O
dari	O
soal	O
cast	O
jujur	O
kita	O
ga	O
nyangka	O
kalau	O
chemistry	O
antara	O
fedi	B-ACT
nuril	I-ACT
dan	O
laura	B-ACT
basuki	I-ACT
bisa	O
klop	O
banget	O
sama-sama	O
kalem	O
dan	O
bikin	O
adem	O
sepanjang	O
film	O
tapi	O
jujur	O
ada	O
satu	O
bagian	O
cerita	O
yang	O
bikin	O
kita	O
ngomong	O
wah	O
kayanya	O
dia	O
bakal	O
jadi	O
istri	O
kedua	O
si	O
fedi	B-ACT
nuril	I-ACT
nih	O
gadis	B-MVT
kretek	I-MVT
berkisah	O
tentang	O
lebas	B-CHAR
yang	O
mendadak	O
dimintai	O
tolong	O
oleh	O
ayahnya	O
yang	O
sedang	O
dalam	O
kondisi	O
sekarat	O
untuk	O
mencari	O
keberadaan	O
dasiyah	B-CHAR
sosok	O
penting	O
bagi	O
ayahnya	O
di	O
masa	O
lalu	O
mungkin	O
itu	O
saja	O
yang	O
bisa	O
diinfokan	O
kami	O
melihat	O
baghead	B-MVT
ini	O
adalah	O
horor	B-GEN
yang	O
fokus	O
tidak	O
banyak	O
karakter	O
tidak	O
banyak	O
tempat	O
dan	O
terbilang	O
naratif	O
penonton	O
jadi	O
fokus	O
dengan	O
cerita	O
dan	O
suguhan	O
elemen-elemen	O
horor	B-GEN
yang	O
ditampilkan	O
dari	O
awal	O
sampai	O
akhir	O
kerasa	O
disturbing	O
dan	O
ga	O
nyaman	O
apalagi	O
tiap	O
liat	O
si	O
napoleon	B-MVT
2023	B-YEAR
rating	O
la	O
france	O
l	O
arm	O
e	O
t	O
te	O
d	O
arm	O
e	O
jos	O
phine	O
10	O
akhir	O
kata	O
yang	O
ga	O
baca	O
webtoonnya	O
mungkin	O
bisa	O
menikmati	O
filmnya	O
tapi	O
buat	O
yang	O
baca	O
tentu	O
saja	O
harus	O
siap-siap	O
menerima	O
berbagai	O
macam	O
adaptasi	O
yang	O
berbeda	O
dari	O
source	O
materialnya	O
buat	O
kalian	O
yang	O
pengen	O
liat	O
review	O
tontonan	O
kami	O
di	O
sepanjang	O
tahun	O
2023	O
silakan	O
cek	O
thread	O
berikut	O
ini	O
atau	O
klik	O
gt	O
wmidreview	O
kalau	O
boleh	O
disimpulin	O
baghead	B-MVT
bisa	O
jadi	O
satu	O
film	O
horor	B-GEN
underated	O
yang	O
tayang	O
tahun	O
ini	O
premisnya	O
seru	O
karakternya	O
unik	O
pacing	O
dan	O
visualnya	O
cakep	O
dan	O
ending	O
filmnya	O
tidak	O
tertebak	O
dan	O
menarik	O
karena	O
mengambil	O
jalan	O
cerita	O
yang	O
itu	O
gas	O
nonton	O
love	B-MVT
reset	I-MVT
dibintangi	O
oleh	O
jung	B-ACT
so-min	I-ACT
dan	O
kang	O
ha-neul	O
sebagai	O
pasutri	O
penuh	O
drama	O
rumah	O
tangga	O
sembari	O
menunggu	O
keputusan	O
perceraian	O
mereka	O
kecelakaan	O
lalu	O
lintas	O
membuat	O
mereka	O
amnesia	O
overall	O
the	B-MVT
marvels	I-MVT
tetep	O
jadi	O
tontonan	O
fun	O
untuk	O
fans	O
superhero	O
dan	O
mcu	O
terlepas	O
dari	O
plus	O
-	O
minus	O
yang	O
ada	O
the	B-MVT
marvels	I-MVT
seolah	O
menjadi	O
harapan	O
pembuka	O
jalan	O
ke	O
tahap-tahap	O
berikutnya	O
di	O
mcu	O
yang	O
lebih	O
besar	O
lagi	O
exciting	O
sehat-sehat	O
kamala	B-CHAR
oke	O
berikut	O
review	O
kami	O
untuk	O
budi	B-MVT
pekerti	I-MVT
2023	B-YEAR
wmidreview	O
dulu	O
ali	B-MVT
topan	I-MVT
si	I-MVT
anak	I-MVT
jalanan	I-MVT
pernah	O
menang	O
penghargaan	O
ffi	O
1978	O
dlm	O
kategori	O
tata	O
musik	O
terbaik	O
ke-ii	O
sekarang	O
soundtrack	O
film	O
ali	B-MVT
topan	I-MVT
juga	O
banyak	O
pake	O
musik	O
dari	O
band-band	O
yahud	O
mulai	O
dari	O
morfem	O
rumah	O
sakit	O
for	O
revenge	O
dan	O
masih	O
banyak	O
lg	O
untuk	O
lagu	O
yang	O
jadi	O
personal	O
favorit	O
kami	O
jelas	O
welcome	O
to	O
rosas	O
sumpah	O
nempel	O
banget	O
ini	O
lagu	O
110	O
menit	O
rasanya	O
lewat	O
gitu	O
aja	O
gak	O
kerasa	O
saking	O
seru	O
dan	O
lucunya	O
film	O
ini	O
macam-macam	O
ekspresi	O
tingkah	O
dan	O
ceplas	O
ceplos	O
si	O
bocil	O
kematian	O
tentunya	O
bakal	O
banyak	O
ditemuin	O
di	O
sepanjang	O
film	O
banyak	O
juga	O
scene-scene	O
lucu	O
yang	O
bikin	O
padet	O
banget	O
ketawa	O
dari	O
awal	O
sampe	O
akhir	O
dramanya	O
pun	O
ga	O
jelek	O
sebenarnya	O
cuman	O
berbeda	O
dari	O
ekspektasi	O
kami	O
dari	O
film-film	O
sidharta	B-DIR
tata	I-DIR
ada	O
banyak	O
sub-plot	O
yang	O
dipakai	O
di	O
film	O
ali	B-MVT
topan	I-MVT
walaupun	O
ujungnya	O
semua	O
bermuara	O
ke	O
street	O
romance	B-GEN
antara	O
jefri	B-ACT
nichol	I-ACT
dan	O
lutesha	B-ACT
yang	O
emang	O
jadi	O
focal	O
point	O
film	O
ali	B-MVT
topan	I-MVT
perasaan	O
dihujani	O
sketsa	O
komedi	O
ini	O
pula	O
lah	O
yang	O
bikin	O
kami	O
ngerasa	O
beberapa	O
cut	O
adegannya	O
berasa	O
ga	O
cukup	O
mulus	O
begitu	O
pula	O
dengan	O
tektokan	O
dialognya	O
sebagian	O
dialog	O
yang	O
berisi	O
komedi	B-GEN
ada	O
rasa	O
saling	O
tunggu	O
saat	O
menontonnya	O
sehingga	O
kurang	O
berasa	O
ngobrol	O
nya	O
hanung	B-DIR
bramantyo	I-DIR
melakukan	O
comeback	O
untuk	O
mengulik	O
film	O
horor	B-GEN
dengan	O
judul	O
trinil	B-MVT
yang	O
berkisah	O
tentang	O
rara	B-CHAR
dan	O
sutan	B-CHAR
yang	O
dihantui	O
teror	O
setelah	O
mereka	O
kembali	O
dari	O
bulan	O
madunya	O
sekadar	O
info	O
cerita	O
di	O
film	O
ini	O
merupakan	O
cerita	O
original	O
bukan	O
adaptasi	O
dari	O
manga	O
dan	O
di	O
awal	O
film	O
akan	O
ada	O
sedikit	O
pengenalan	O
karakter	O
utama	O
yang	O
ada	O
di	O
spy	B-MVT
x	I-MVT
family	I-MVT
jadi	O
film	O
ini	O
bisa	O
ditonton	O
buat	O
orang	O
yang	O
belum	O
nonton	O
spy	B-MVT
x	I-MVT
family	I-MVT
sebelumnya	O
untungnya	O
film	O
ini	O
punya	O
plot	O
twist	O
yang	O
cukup	O
oke	O
sedikit	O
mengobati	O
segala	O
macem	O
kekacauan	O
cerita	O
akting	O
ke	O
kurang	O
jelasan	O
key	O
visual	O
antara	O
2	O
timeline	O
yang	O
berbeda	O
pelintiran	O
cerita	O
di	O
paruh	O
akhir	O
jujur	O
cukup	O
bikin	O
kami	O
oh	O
waw	O
tapi	O
ya	O
udah	O
orang-orang	O
jahat	O
di	O
film	O
ini	O
juga	O
sukses	O
nyebelin	O
banget	O
yakin	O
deh	O
anak-anak	O
yang	O
nonton	O
pasti	O
kesel	O
banget	O
sama	O
mrs	B-CHAR
scrubbit	I-CHAR
amp	O
slugworth	B-CHAR
karakter	O
slugworth	B-CHAR
prodnose	I-CHAR
dan	O
fickelgruber	B-CHAR
sendiri	O
sudah	O
pernah	O
muncul	O
sebelumnya	O
di	O
dua	O
film	O
pertamanya	O
original	O
maupun	O
reboot	O
pemukiman	B-MVT
setan	I-MVT
merupakan	O
film	O
terbaru	O
dari	O
charles	B-DIR
gozali	I-DIR
yg	O
berkisah	O
tentang	O
sekelompok	O
pencuri	O
yang	O
mendapatkan	O
terror	O
di	O
rumah	O
angker	O
yang	O
mereka	O
rampok	O
elemen	O
romance	B-GEN
ini	O
yang	O
mungkin	O
jadi	O
alasan	O
kenapa	O
napoleon	B-MVT
kerasa	O
kurang	O
epik	O
dibandingkan	O
film	O
epik	O
ridley	B-DIR
scott	I-DIR
yang	O
lainnya	O
tapi	O
kalau	O
kamu	O
tahu	O
sejarah	O
napoleon	B-CHAR
pasti	O
kamu	O
tahu	O
betapa	O
erat	O
perjalanan	O
hidup	O
dan	O
karir	O
napoleon	B-CHAR
dengan	O
josephine	B-CHAR
buat	O
kalian	O
yang	O
pengen	O
liat	O
review	O
tontonan	O
kami	O
di	O
sepanjang	O
tahun	O
2023	O
silakan	O
cek	O
thread	O
berikut	O
ini	O
atau	O
klik	O
gt	O
wmidreview	O
berkisah	O
sekaligus	O
berawal	O
dari	O
tragedi	O
black	O
friday	O
di	O
malam	O
thanksgiving	O
yang	O
menimpa	O
sebuah	O
kota	O
banyak	O
warga	O
jadi	O
korban	O
setahun	O
berlalu	O
muncul	O
teror	O
pembunuhan	O
berantai	O
yang	O
motif	O
utamanya	O
balas	O
dendam	O
atas	O
tragedi	O
black	O
friday	O
tersebut	O
wonka	B-MVT
2023	B-YEAR
rating	O
hm	O
hm	O
10	O
migration	B-MVT
2023	B-YEAR
rating	O
duck	O
a	O
l	O
orange	O
10	O
oke	O
berikut	O
review	O
kami	O
untuk	O
dream	B-MVT
scenario	I-MVT
2024	B-YEAR
wmidreview	O
tentu	O
saja	O
ga	O
semuanya	O
oke	O
ada	O
juga	O
beberapa	O
hal	O
yang	O
ganjel	O
salah	O
satunya	O
series	O
ini	O
udah	O
berasa	O
gaspol	O
dan	O
asik	O
banget	O
di	O
3	O
episode	O
pertama	O
tapi	O
di	O
episode	O
4	O
ke	O
5	O
agak	O
turun	O
tensi	O
ceritanya	O
tapi	O
untungnya	O
mulai	O
naik	O
lagi	O
di	O
beberapa	O
episode	O
menuju	O
finale	O
urusan	O
akting	O
sha	B-ACT
ine	I-ACT
febrianti	I-ACT
sebagai	O
bu	B-CHAR
prani	I-CHAR
jelas	O
yang	O
paling	O
bersinar	O
di	O
film	O
ini	O
lengkap	O
dengan	O
berbagai	O
macam	O
range	O
emosi	O
yang	O
diperlihatkannya	O
ditambah	O
cukup	O
banyak	O
close-up	O
shot	O
yang	O
bikin	O
makin	O
keliatan	O
segitu	O
kuatnya	O
emosi	O
dari	O
ekspresi	O
yang	O
beliau	O
tampilkan	O
ngomongin	O
film	O
model	O
gini	O
sih	O
udah	O
ekspektasi	O
banget	O
kalo	O
bakal	O
banyak	O
adegan	O
brutal	O
bikin	O
ngilu	O
dll	O
dsb	O
dkk	O
tapi	O
yang	O
kami	O
ga	O
nyangka	O
dari	O
film	O
ini	O
adalah	O
komedinya	O
yang	O
ngehe	O
banget	O
wkwkwk	O
dan	O
porsinya	O
cukup	O
banyak	O
dari	O
awal	O
sampe	O
akhir	O
film	O
penantian	O
panjang	O
ini	O
untungnya	O
tydack	O
sia-sia	O
ya	O
bund	O
alienoid	B-MVT
return	I-MVT
to	I-MVT
the	I-MVT
future	I-MVT
kembali	O
menghiasi	O
bioskop	O
dengan	O
cerita	O
yang	O
tak	O
kalah	O
absurd	O
dan	O
bombastis	O
dari	O
semua	O
aspek	O
kami	O
merasa	O
film	O
rumah	B-MVT
masa	I-MVT
depan	I-MVT
adalah	O
film	O
keluarga	B-GEN
yang	O
terasa	O
paling	O
komplit	O
dan	O
paling	O
segar	O
di	O
tahun	O
2023	B-YEAR
masing-masing	O
karakternya	O
beneran	O
keluar	O
dan	O
punya	O
perspektif	O
cerita	O
ini	O
yang	O
bikin	O
penonton	O
ga	O
pernah	O
bosen	O
dari	O
awal	O
sampai	O
akhir	O
sebagai	O
penggemar	O
berat	O
film	O
kingdom	B-MVT
of	I-MVT
heaven	I-MVT
dan	O
gladiator	B-MVT
napoleon	B-MVT
